lasocieteartistique@wanadoo.fr;Nom de la structure;Site web;1_N° + Rue;1_Code postal;1_Ville;2_N° rue;2_Code postal;2_Ville;3_N° rue;3_Code postal;3_Ville;4_N° rue;4_Code postal;4_Ville;5_N° rue;5_Code postal;5_Ville;1_Discipline;2_Discipline;3_Discipline;4_Discipline;5_Discipline;6_Discipline;7_Discipline;8_Discipline;9_Discipline;10_Discipline;"Email 1 =if(or(AD7=AD6,AD7=AD8),""doublon"","""")";Email 2;Email 3;Email 4;Email 5;Tél 1;Tél 2;Tél 3;COMMENTAIRES;Evaluation du référencement : +/-;Qui ?;Rajout
4678;Atelier off;atelieroff.com;20 Rue Barbanègre;75019;Paris;20 passage Saint Sebastien;75011;Paris;40 rue de Paradis;75010;Paris;38 boulevard de Bonne Nouvelle;75010;Paris;;;;Théâtre amateurs;Improvisation théâtrale;Comédies musicales;;;;;;;;contact@atelieroff.com;;;;;143703030;619383576;;;;Fabrice;15/04/2014
4683;La 7ième Compagnie;http://www.la7iemecompagnie.com/;15 Rue Mathis;75019;Paris;1 rue Rouvet;75019;Paris;14 rue de l'ingénieur Robert Keller;75015;Paris;21 rue du colonel Raynal;93100;Montreuil;;;;Plongée;;;;;;;;;;info@la7iemecompagnie.com;;;;;680739411;;;;;Guennole;15/04/2014
4684;Thé Clown Compagnie;theclowncompagnie.com;12 rue des Carrières d’Amérique;75019;Paris;80 Alllée Darius Milhaud;75019;Paris;;;;;;;;;;Clown;Théâtre amateurs;;;;;;;;;theclowncompagnie@hotmail.fr;;;;;682357969;;;;;Elisa;15/04/2014
4685;Compagnie Symbiose 2005;symbiose2005.fr;6 rue de l'Orme;75019;Paris;rue Charpy;94000;Creteil;53 rue de la Plaine;;;;;;;;;Danse indienne & Bollywood;Yoga autres;Fasciathérapie & MCE (Mouvement Corporel Educatif);;;;;;;;contact@symbiose2005.fr;;;;;684142673;622592686;;;;Elisa;15/04/2014
4688;Bodymatch;bodymatch.fr;20 rue Rouvet;75019;Paris;;;;;;;;;;;;;Coaching sportif & gym;Arts martiaux autres;Alimentation & diététique;;;;;;;;infos@bodymatch.fr;;;;;608876724;;;;;Fabrice;15/04/2014
4690;Conservatoire de Paris;conservatoiredeparis.fr;209 avenue Jean-Jaurès;75019;Paris;;;;;;;;;;;;;Culture musicale;Danse classique;;;;;;;;;actualites@cnsmdp.fr;;;;;140404545;;;;;Elisa;15/04/2014
4693;Christian Boisard;begaiement-boisard.eu ;22 avenue de la porte Brunet;75019;Paris;15 rue Mayet;75006;Paris;;;;;;;;;;Diction & bégaiement;Techniques vocales;;;;;;;;;virginie.boisard22@orange.fr;;;;;142410636;687784470;;;;Zara;15/04/2014
4694;Association Sportive des Hommes Grenouilles de Paris ASHGP;http://www.ashgp.fr/;119 boulevard Charles de Gaulle;92390;Villeneuve la Garenne;1 rue Edouard Poisson;93300;Aubervilliers;32 rue Edouard Pailleron;75019;Paris;;;;;;;Plongée;;;;;;;;;;contact@ashgp.fr;;;;;686853462;673726712;674971344;;;Mehdi;15/04/2014
4695;Association Terre et Encre;http://r0dyland.free.fr/;22 rue Pradier;75019;Paris;;;;;;;;;;;;;Calligraphie chinoise & asiatique;Peinture;Découverte de la calligraphie;;;;;;;;terretencre@free.fr;;;;;630944101;148033891;;;;Mehdi;15/04/2014
4703;CFPM;cfpmfrance.com ;25 avenue Corentin Cariou;75019;Paris;;;;;;;;;;;;;Chant & instrument;MAO (Musique Assistée par Ordinateur);;;;;;;;;contact@cfpmfrance.com;afdas@cfpmfrance.com;ancien@cfpmfrance.com;cfpmfrance@groups.facebook.com;cv@cfpmfrance.com;972233672;;;;;Fabrice;15/04/2014
4705;Association AJE loisirs;;25 quai de l'Oise;75019;Paris;;;;;;;;;;;;;Musiques mixtes;Solfège;Techniques vocales;;;;;;;;aje_loisirs@yahoo.fr;;;;;612294324;667133060;;pas de photo;;Youness;15/04/2014
4707;Kali Yoga;kali-yoga.com ;7 cité Dupetit Thouars;75003;Paris;;;;;;;;;;;;;Hatha yoga;Yoga Nidra;;;;;;;;;contact@kali-yoga.com;;;;;686806759;148039954;;;;Mehdi;15/04/2014
4709;Hélène Schang;heleneschang.fr;26 rue Fessart;75019;Paris;;;;;;;;;;;;;Piano;Solfège;;;;;;;;;heleneschang@yahoo.fr;;;;;142001299;;;;;Zara;15/04/2014
4714;Amicale Manin Sport;manin-sports-paris.com;284 rue de Belleville;75019;Paris;87 avenue Jean Jaurès ;75019;Paris;5/7 rue des Lillas;75019;Paris;1 place de la porte de Pantin;75019;Paris;9/11 rue des frères Flavien;75020;Paris;Aérobic & fitness;Pilates;Gymnastique douce, stretching & étirements;Ping-pong / tennis de table;Badminton;Judo;Boxe française;Tennis;;;jharbonn@free.fr;;;;;140303077;;;;;Mehdi;15/04/2014
4717;Association Wan Laisheng France;http://wan-laisheng-france.fr/;29 Avenue Corentin Cariou;75019;Paris;;;;;;;;;;;;;Kung-fu;Tai Chi Chuan;Self-défense;;;;;;;;association@wanlaisheng.com;;;;;663912647;;;;;Mehdi;15/04/2014
4719;La Cucina Di Casa Mia;cucinadicasamia.fr;29 rue du Général Brunet;75019;Paris;;;;;;;;;;;;;Cuisine européenne;;;;;;;;;;miam@cucinadicasamia.fr;;;;;142406916;659410080;;;;Guennole;15/04/2014
4720;Conservatoire de musique orientale;musique-orientale.com;3 Passage de la Moselle;75019;Paris;;;;;;;;;;;;;Musique orientale;Luth & oud;Violon, violoncelle & alto;Synthétiseur;Guitare acoustique;Flûtes & hautbois;;;;;m.arkach@free.fr;;;;;142410707;;;;;Elisa;15/04/2014
4722;Académie de la Langue des Signes Française;languedessignes.fr;3 rue Léon Giraud;75019;Paris;;;;;;;;;;;;;Apprentissage d'une langue;Séjours de soutien scolaire;;;;;;;;;informations@languedessignes.fr;;;;;140511080;;;;;Youness;15/04/2014
4723;Coeur de Sabar;;3 rue Rouvet;75019;Paris;25 rue Boyer;75020;Paris;;;;;;;;;;Danse africaine & Afro jazz;Djembé & musique africaine;;;;;;;;;coeurdesabar@hotmail.fr;;;;;681857589;;;pas de photo;;Elisa;15/04/2014
4727;Yona Cie Théâtre;https://www.facebook.com/yonacietheatre?fref=nf;3 Sente des Dorées;75019;Paris;;;;;;;;;;;;;Comédies musicales;Chant & instrument;;;;;;;;;chloemuzz@gmail.com;;;;;;;;;;Fabrice;15/04/2014
4729;Guilherme Menezes;guimenezes.com;25 rue de la montagne Sainte Genneviève;75005;Paris;12 bis rue Froment;75011;Paris;;;;;;;;;;Capoeira;Percussions;;;;;;;;;gui_menezes@hotmail.com;;;;;673635385;;;;;Mehdi;15/04/2014
4730;La Compagnie Varsorio;varsorio.com/accueil.htm ;32 rue de la Solidarité;75019;Paris;;;;;;;;;;;;;Improvisation théâtrale;Masques;;;;;;;;;info@varsorio.com;espace.culturel@varsorio.com;;;;954848484;951787878;;;;Guennole;15/04/2014
4732;Biancuzzi Sabrina;sabrinabiancuzzi.com;33 rue Fessart;75019;Paris;;;;;;;;;;;;;Dessin;Peinture;Autres arts plastiques;Gravure;;;;;;;sbiancuzzi@hotmail.com;;;;;633407630;;;;;Fabrice;15/04/2014
4733;Laurent Courtin;laurentcourtin.com;35 Rue saint roch;75001;Paris;;;;;;;;;;;;;Travail de la voix;Mise en scène & expression scénique;;;;;;;;;lauran.courtin@gmail.com;;;;;;;;;;Guennole;15/04/2014
4735;Club Azteca;club-azteca.com ;36 rue Crimée;75019;Paris;;;;;;;;;;;;;Coaching sportif & gym;Gymnastique douce, stretching & étirements;Pilates;Yoga autres;Salsa, Bachata & Chacha;Danse africaine & Afro jazz;;;;;gm@clubazteca.com;;;;;142452735;;;;;Fabrice;15/04/2014
4736;Enjoy FKC;enjoy-fkc.com;36 rue de Nantes;75019;Paris;;;;;;;;;;;;;Coaching sportif & gym;Zumba;Taekwondo;Kickboxing;Gymnastique douce, stretching & étirements;;;;;;enjoy.fkc@wanadoo.fr;;;;;140350505;;;;;Mehdi;15/04/2014
4737;AICV;aicv.net;38 Bis Quai de la marne;75019;Paris;37 boulevard Bourdon;75004;Paris;;;;;;;;;;Vélo & VTT;;;;;;;;;;aicv@voila.fr;;;;;607171197;;;;;Youness;15/04/2014
4738;Cours Florent;coursflorent.fr;37 avenue Jean-Jaurès;75019;Paris;40 rue Mathis;75019;Paris;44 rue Archereau;75019;Paris;;;;;;;Formation d'acteurs;Comédie musicale & chorégraphies;Mise en scène & expression scénique;Culture musicale;Théâtre amateurs;;;;;;coudurier@coursflorent.fr;contact@studialis.com;marie.lamy@coursflorent.fr;;;140400444;140400440;;;;Elisa;15/04/2014
4739;LIFI;http://www.laliguedimpro.com/;24 bis rue du Gabon;75012;Paris;3 bis Villa de Lyon ;93110;Le Pré Saint Gervais;50 boulevard Voltaire;75011;Paris;86 rue de charonne;75011;paris;;;;Improvisation théâtrale;;;;;;;;;;lifi@laliguedimpro.com;lifi@impro-lifi.com;;;;143703030;;;;;Guennole;15/04/2014
4740;Compagnie Azulejos;;4 bis rue de l’Orme;75019;Paris;;;;;;;;;;;;;Musique orientale;Improvisation théâtrale;Flamenco;;;;;;;;compagnieazulejos@yahoo.fr;;;;;667951979;;;;;Elisa;15/04/2014
4741;Club Nautique du 19ème;cn19.fr ;4 rue David Anger;75019;Paris;32 rue Edouard Pailleron;75019;Paris;;;;;;;;;;Plongée;Sports nautiques;Perfectionnement natation;;;;;;;;contact@cn19.fr;glisse@cn19.fr;;;;618196717;142032524;603919692;;;Elisa;15/04/2014
4742;Les Items Associés;;4 rue de Palestine;75019;Paris;190 boulevard de Charonne;75020;Paris;;;;;;;;;;Théâtre amateurs;Ateliers d'écriture;Mise en scène & expression scénique;;;;;;;;mestrisa@wanadoo.fr;;;;;662529762;;;pas de photo;;Guennole;15/04/2014
4743;Débrouille Compagnie;debrouille.com;4 ter rue de la Solidarité;75019;Paris;95 rue de Ménilmontant;75020;Paris;;;;;;;;;;Création de poupées;Autres méthodes;Décoration d'intérieur;Décoration de table & fête;Papiers collés;;;;;;info@debrouille.com;boutique@debrouille.com;jardin@debrouille.com;sud@debrouille.com;;153197558;983231935;;;;Youness;15/04/2014
4745;Chef Sushi by Wasabi;chef-sushi.com;40 rue de Mouzaïa;75019;Paris;;;;;;;;;;;;;Cuisine asiatique;;;;;;;;;;info@chef-sushi.com;;;;;142126206;142085047;;;;Fabrice;15/04/2014
4747;Le Cercle de taekwondo des Archers;http://www.taekwondodesarchers.com/;41 rue de Tanger;75019;Paris;;;;;;;;;;;;;Taekwondo;;;;;;;;;;infosctaparis@gmail.com;infoscta@gmail.com;;;;683509437;;;;;Guennole;15/04/2014
4748;Kin Kom In Art;;41 rue de Nantes;75019;Paris;;;;;;;;;;;;;Théâtre amateurs;Pratiques théâtrales mixtes;Art dramatique;Peinture;Découverte dessin & peinture;;;;;;belyndi@yahoo.fr;;;;;699608250;660688954;;pas de photo;;Youness;15/04/2014
4749;Milonga Voyage des Sens;http://tango-argentin.fr/paris/milonga-voyage-des-sens.html;44 rue Bouret;75019;Paris;;;;;;;;;;;;;Tango argentin;;;;;;;;;;collectifthp@gmail.com;;;;;620532240;;;;;Omar;15/04/2014
4750;Pop-Up;https://www.facebook.com/pages/POP-UP/451612084898076;44 rue de Meaux;75019;Paris;;;;;;;;;;;;;Formation d'acteurs;Mise en scène & expression scénique;Théâtre amateurs;;;;;;;;contactpopup@gmail.com;;;;;981826538;;;;;Zara;15/04/2014
4753;Compagnie du Théâtre Mordoré;ciedutheatremordore.fr;53 Rue Notre-Dame des Champs;75006;Paris;46 rue Bouret;75019;Paris;;;;;;;;;;Théâtre amateurs;Improvisation théâtrale;Pratiques théâtrales mixtes;;;;;;;;theatremordore@free.fr;ericpelladeau@gmail.com;morgane.despres@ciedutheatremordore.fr;sandrine.gauvin@ciedutheatremordore.fr;sarah.gabrielle@ciedutheatremordore.fr;661173565;142406748;;;;Elisa;15/04/2014
4756;L'Argilerie;http://www.argilerie.fr/;4 bis Rue Clavel;75019;Paris;;;;;;;;;;;;;Céramique;Poterie & raku;;;;;;;;;contact@argilerie.fr;;;;;695123601;;;;;Mehdi;15/04/2014
4758;Théâtre des Deux Rêves;theatredesdeuxreves.com;5 passage de Thionville;75019;Paris;;;;;;;;;;;;;Théâtre amateurs;Formation d'acteurs;;;;;;;;;v.auvet@orange.fr;theatracte1@gmail.com;pandobastille@gmail.com;;;148034992;603000144;;;;Zara;15/04/2014
4759;Secteur Sport Éducation;secteursporteducation.com ;5 rue de Kabylie;75019;Paris;;;;;;;;;;;;;Football;Boxe française;Basket-ball;;;;;;;;elhadj@secteursport.com;;;;;650145278;;;;;Zara;15/04/2014
4763;BNJ Warriors;brazilian-natureza-jiu-jitsu.e-monsite.com;11 Avenue Raspail;93170;Bagnolet;5 rue des Lilas;75019;Paris;;;;;;;;;;Jiu-Jitsu brésilien;;;;;;;;;;bnjwarriors@gmail.com;;;;;677048367;;;;;Fabrice;15/04/2014
4765;Bral Robert;robert.bral.pagesperso-orange.fr ;5 passage des Taillandiers;75011;Paris;;;;;;;;;;;;;Gymnastique douce, stretching & étirements;Gymnastique douce, stretching & étirements;Arts martiaux autres;;;;;;;;corps-accordes.association@orange.fr;;;;;142414660;;;;;Fabrice;15/04/2014
4769;Ateliers Allegro Assai;chanter-sur-scene.blogspot.fr;53 rue Riquet;75019;Paris;;;;;;;;;;;;;Techniques vocales;Chant & instrument;;;;;;;;;info@allegro-assai.fr;bacry.yael@neuf.fr;;;;616110996;609612465;;;;Fabrice;15/04/2014
4771;Association Noyau Dur Production;;55 boulevard Serurier;75019;Paris;;;;;;;;;;;;;Prise de son & montage audio;Approche de la vidéo;;;;;;;;;assonoyaudur@gmail.com;;;;;;;;;;Mehdi;15/04/2014
4776;Aikido Omote Sando;omote.sando.free.fr;61 Rue Archereau;75019;Paris;1 rue des Annelets;75019;Paris;15-17 rue Chaumont;75019;Paris;Cours des Maréchaux;75012;Paris;;;;Aïkido;Arts martiaux autres;;;;;;;;;omote.sando@free.fr;;;;;622047569;689953022;676819245;;;Youness;15/04/2014
4778;Bloomgospel Academy;bloomgospel-academy.com;62 bis rue Petit;75019;Paris;118-130 avenue Jean Jaurès;75171;Paris;47 rue Dulong;75017;Paris;15 rue Henri Chevreau;75020;Paris;;;;Jazz & gospel;Musique contemporaine;Techniques vocales;Chant & instrument;;;;;;;administration@bloomgospel-academy.com;contact@bloomgospel-academy.com;bassey.ebong@bloomgospel-academy.com;;;637510041;626628743;;je crois que c'est duplique, mais pas le temps de verifier;;Fabrice;15/04/2014
4780;Club de Danse de Paris;parisdanse.blog4ever.com;65 avenue Secrétan;75019;Paris;;;;;;;;;;;;;Danses sportives standards & latines;Diverses danses classiques & contemporaines;;;;;;;;;mail@parisdanse.net;mail@valade.fr;;;;;;;La pratique et l'enseignement de la danse sous ses formes;;Fabrice;15/04/2014
4782;Emmanuel Sorin;http://ballethaitiendeparis.skyrock.com/;66 Rue Nicolo;75016;Paris;;;;;;;;;;;;;Danse africaine & Afro jazz;Djembé & musique africaine;Danses folks, de caractère & traditionnelles;;;;;;;;sorin599@yahoo.fr;jessballethaitiendeparis@yahoo.fr;;;;627309595;664195927;;;;Mehdi;15/04/2014
4783;Michel Bécart;michelbecart.com;69 Avenue Simon Bolivar;75019;Paris;17 rue de Chaumont;75019;Paris;;;;;;;;;;Aïkido;;;;;;;;;;info@michelbecart.com;;;;;142032060;;;;;Omar;15/04/2014
4787;Pedreira Norberto;norbertopedreira.fr;7 rue Georges Thill;75019;Paris;;;;;;;;;;;;;Guitare acoustique;;;;;;;;;;contact-scene@norbertopedreira.com;musical@norbertopedreira.fr;;;;663015685;;;;;Zara;15/04/2014
4790;Atelier des Buttes Chaumont;porcelain-painters.com ;73 rue Prairies;75019;Paris;;;;;;;;;;;;;Peinture sur porcelaine;Peinture à l'huile;;;;;;;;;anjana.gogel@wanadoo.fr;;;;;660952994;;;;;Fabrice;15/04/2014
4791;Papa Tango Charly;http://tango-argentin.fr/paris/papa-tango-charly.html;72 rue de Romainville;75019;Paris;;;;;;;;;;;;;Tango, Chachacha, Samba, Forro & Mambo;Tango argentin;;;;;;;;;contact@papatangocharly.com;;;;;615063303;;;;;Mehdi;15/04/2014
4792;Rem-Gym ;http://www.rem-gym.com/;72 rue Romainville;75019;Paris;;;;;;;;;;;;;Renforcement musculaire;Relaxation autres;Danse africaine & Afro jazz;Rock;;;;;;;remgym@yahoo.fr;contact@rem-gym.com;;;;142495959;;;;;Zara;15/04/2014
4793;R Style;rstyle.fr/ww.rstyle.fr/Home.html ;74 rue d’Aubervilliers;75019;Paris;84 rue Curial;75019;Paris;;;;;;;;;;Hip-hop & break dance;Mixage & DJ;Approche de la vidéo;Boxe anglaise;Ecriture & composition;Graffiti;Street, break & lock;Comédie musicale & chorégraphies;;;rstyleparis@gmail.com;contact@rstyle.fr;francois.gautret@rstyle.fr;;;626154415;;;;;Zara;15/04/2014
4794;Le Cercle de l'O;lecercledelo.org;220 Avenue de la République;92000;Nanterre;30 rue Louis Lumiere;75020;Paris;;;;;;;;;;Gymnastique autres;Gymnastique acrobatique & trampoline;;;;;;;;;zoemaistre@hotmail.fr;;;;;607829796;148814366;;;;Guennole;15/04/2014
4795;La Sacamp;sacamp.fr;75 Rue Ourcq;75019;Paris;;;;;;;;;;;;;Arts martiaux autres;Tir sportif;Karaté;Judo;Tai Chi Chuan;Aïkido;Taekwondo;Kung-fu;Jiu-Jitsu brésilien;Hatha yoga;sacamp@wanadoo.fr;;;;;140377474;;;;;Guennole;15/04/2014
4797;Le Chant des Matières;lechantdesmatieres.org;8 rue Pradier;75019;Paris;4 Impasse Cordon-Boussard;75020;Paris;;;;;;;;;;Techniques vocales;Eveil musical;Ateliers d'écriture;Autres arts plastiques;Théâtre amateurs;Initiation à la photographie;Perfectionnement à la photographie;Eveil musical;Ensembles instrumentaux;;contact@lechantdesmatieres.org;;;;;143737939;;;;;Guennole;15/04/2014
4798;théâtre Ze Artist's;zeartists.net ;8 rue Pradier;75019;Paris;;;;;;;;;;;;;Théâtre amateurs;Magie;;;;;;;;;pandobastille@gmail.com;bena.gerard@free.fr;pando.pastille@gmail.com;;;615188593;;;;;Zara;15/04/2014
4799;Théâtre Darius Milhaud;theatredariusmilhaud.fr;80 allée Darius Milhaud;75019;Paris;;;;;;;;;;;;;Improvisation théâtrale;Théâtre amateurs;Relaxation autres;Techniques vocales;Respiration;;;;;;tdm.cie@orange.fr;tdm4@orange.fr;tdm.com@orange.fr;;;142019226;;;;;Zara;15/04/2014
4800;L'Artisanat de l'acteur;https://sites.google.com/site/lartisanatdelacteur;80 allée Darius Milhaud;75019;Paris;;;;;;;;;;;;;Formation d'acteurs;Comédie & humour;;;;;;;;;lartisanatdelacteur@gmail.com;;;;;603843731;;;;;Mehdi;15/04/2014
4801;Le Monde est Un Theatre;http://www.lemondeestuntheatre.com/;80 allée Darius Milhaud;75019;Paris;16 Passage de la Bonne Graine;75011;Paris;;;;;;;;;;Théâtre amateurs;Pratiques théâtrales mixtes;Travail de la voix;Respiration;;;;;;;lemondestuntheatre@free.fr;;;;;678853045;;;;;Guennole;15/04/2014
4803;Studio Nilanthi;studio-nilanthi.com;83 rue Rebeval;75019;Paris;;;;;;;;;;;;;Zumba;Capoeira;Danse classique;Danse africaine & Afro jazz;Jazz;Pilates;Quick step, Slowfox, Foxtrot, Boston, Charleston & Madison;Salsa, Bachata & Chacha;Tai Chi Chuan;Hip-hop & break dance;contact@studio-nilanthi.com;;;;;680898312;142416318;;;;Zara;15/04/2014
4804;Balance Zone;balancezone.org ;83 rue Rebeval;75019;Paris;210 rue de Belleville;75019;Paris;5 Passage des Taillandiers;75011;Paris;1 rue Fleury;75018;Paris;1 rue Keller;75011;Paris;Autres danses de société;Yoga autres;Hatha yoga;;;;;;;;contact@balancezone.org;renoux_yves@wanadoo.fr;;;;601732900;;;;;Fabrice;15/04/2014
4806;Merouane Taouil;;84 rue Curial;75019;Paris;;;;;;;;;;;;;Boxe française;Coaching sportif & gym;Arts martiaux autres;;;;;;;;merouane.taouil@paris.fr;;;;;676859732;;;;;Omar;15/04/2014
4807;Compagnie Nawel Oulad;naweloulad.weebly.com;85 rue de l' Ourcq ;75019;Paris;;;;;;;;;;;;;Danse contemporaine & moderne;Comédie musicale & chorégraphies;Autres arts plastiques;Qi Gong;Pilates;;;;;;n.ocompagnie@gmail.com;contact@naweloulad.com;mlvinel@yahoo.fr;;;620489965;611117767;;;;Elisa;15/04/2014
4808;100% Auteurs;100pour100auteurs.com;86 Rue d'Aubervilliers;75019;Paris;;;;;;;;;;;;;Ateliers d'écriture;Dessin;Peinture;;;;;;;;contact@100pour100auteurs.com;;;;;664817180;;;;;Youness;15/04/2014
4809;ASCC - Association Sport de Combat Chinois ;http://www.ascc-wushu.com/;87 avenue Jean Jaurès;75019;Paris;61 rue Archereau;75019;Paris;;;;;;;;;;Kung-fu;Arts martiaux autres;Tai Chi Chuan;Wushu & sanda;;;;;;;club_ascckungfu@yahoo.fr;;;;;;;;;;Youness;15/04/2014
4810;Club Sportif Paris 19ème;csp19basket.fr;87 avenue Jean Jaurès;75019;Paris;48 rue d'Hautpoul;75019;Paris;13 rue Tandou;75019;Paris;;;;;;;Basket-ball;Tennis;Gymnastique autres;;;;;;;;csp19basket@gmail.com;;;;;147372737;671886093;664795766;;;Elisa;15/04/2014
4811;Compagnie L'Echafaudage - Théâtre En Chantier;;87 rue de belleville;75019;Paris;;;;;;;;;;;;;Théâtre amateurs;;;;;;;;;;echafaudagetheatreenchantier@gmail.com;;;;;612750863;;;;;Guennole;15/04/2014
4812;AFKA - Association Française de Ki Aïkido;ki-aikido.fr;87-89 avenue Jean Jaurès;75019;Paris;162 rue Pelleport;75020;Paris;69 Avenue Simon Bolivar;75019;Paris;15 rue de Chaumont;75019;Paris;;;;Aïkido;Self-défense;;;;;;;;;afka.paris@free.fr;;;;;609849397;631304499;;;;Mehdi;15/04/2014
4813;Vigne est Sens;vigne-et-sens.com;89 rue Georges Lardennois;75019;Paris;18 rue Duphot;75001;Paris;49 rue Berger;75001;Paris;;;;;;;Œnologie;Dégustation de cognacs, armagnacs & eaux-de-vie;Dégustation de fromages;;;;;;;;contact@vigne-et-sens.com;;;;;679461875;;;;;Zara;15/04/2014
4815;Compagnie Les Larrons;leslarrons.com;112 rue de Rennes ;75006;Paris;;;;;;;;;;;;;Pratiques théâtrales mixtes;Théâtre amateurs;Comédie & humour;Diction & déclamation;Travail de la voix;;;;;;compagnie@leslarrons.com;;;;;611389711;;;;;Elisa;15/04/2014
4818;Mouvement et bien être;http://www.mouvementetbienetre.com/;34 rue de Montorgueil;75002;Paris;9 rue d'Aboukir;75002;Paris;;;;;;;;;;Watsu;Yoga autres;Ateliers corps & mouvement;;;;;;;;ophelie@bluevitae.com;watsuo@gmail.com;;;;615974852;;;;;Mehdi;15/04/2014
4820;L'Esperlu&te;lesperluette-en-scene.com ;3 sente des Dorées;75019;Paris;;;;;;;;;;;;;Ecriture théâtrale;Théâtre amateurs;Comédie & humour;;;;;;;;cielesperluette@gmail.com;lesateliers@lesperluette-en-scene.com;;;;142005017;616517670;;;;Guennole;15/04/2014
4821;Cafezoide;cafezoide.asso.fr ;92 bis Quai de la Loire;75019;Paris;;;;;;;;;;;;;Autres arts plastiques;Cuisine française;Jonglerie;Gymnastique acrobatique & trampoline;Jeux;Chant & instrument;;;;;cafezoide@aol.com;lecafedesenfants@cafezoide.asso.fr;secretariat.cafezoide@gmail.com;;;142382637;;;;;Fabrice;15/04/2014
4825;Union Sportive Curial Cambrai;;1 rue Rouvet;75019;Paris;84 rue Curial;75019;Paris;;;;;;;;;;Badminton;Initiation natation;Aquagym;Ping-pong / tennis de table;Gymnastique douce, stretching & étirements;;;;;;info@uscc-bad.com;uscc@wanadoo.fr;;;;144650513;;;pas de photo;;Zara;15/04/2014
4828;Les horloges Lumineuses;horlogeslumineuses.free.fr;1 place Octave Chanute;75020;Paris;;;;;;;;;;;;;Théâtre amateurs;Improvisation théâtrale;Respiration;Travail de la voix;;;;;;;leshorlogeslumineuses@neuf.fr;isabelledesage@yahoo.fr;;;;143412692;645341923;;;;Guennole;15/04/2014
4829;Caroline Berger De Féminy Centre D'Ecriture Et De Réalisation Chorégraphique;;1 rue Boyer;75020;Paris;;;;;;;;;;;;;Pilates;Coaching sportif & gym;;;;;;;;;carolinebergerdefemynie@gmail.com;info@massoudi.fr;;;;143586669;650811892;146360000;pas de photo;;Fabrice;15/04/2014
4831;Empreintes Ephémères;http://carolinemangin.com/;1 rue de l'Adjudant Réau;75020;Paris;;;;;;;;;;;;;Clown;Conteurs & conteuses;;;;;;;;;empreintes.ephemeres@free.fr;;;;;684814147;;;;;Mehdi;15/04/2014
4832;A fleur et à mesure;a-fleur-et-a-mesure.fr;1 rue duris;75020;Paris;61 rue du Faubourg Montmartre;75009;Paris;;;;;;;;;;Créations florales;Ikebana;;;;;;;;;contact@afleuretamesure.com;;;;;952804145;659756159;661854780;;;Youness;15/04/2014
4836;Paris Yoseikan;http://mapage.noos.fr/paris.yoseikan/;30 rue Louis Lumière;75020;Paris;7 rue Bretonneau;75020;Paris;rue du 18 juin 1940;93110;Rosny Sous Bois;;;;;;;Goshin & Yoseikan Budo;Arts martiaux autres;;;;;;;;;paris.yoseikan@noos.fr;;;;;608312237;;;;;Zara;15/04/2014
4837;École de Capoeira Angoleiros Do Mar;http://capoeira-paris.fr/;78 rue des Haies;75020;Paris;88 rue de Menilmontant;75020;Paris;25 rue de la Bidassoa;75020;Paris;63 rue Archereau;75019;Paris;;;;Capoeira;Self-défense;;;;;;;;;angoleiraz@yahoo.fr;angoleirosdomar@gmail.com;;;;613604781;763147352;617512276;;;Mehdi;15/04/2014
4839;Julien Lacroix TT;jltt.net;36 rue Le Vau;75020;Paris;34 rue Maryse Hilsz;75020;Paris;9 rue de Tlemcen;75020;Paris;;;;;;;Ping-pong / tennis de table;;;;;;;;;;contact@jltt.net;;;;;628061055;;;;;Mehdi;15/04/2014
4841;Association Pilipili;http://pilipili.fr/;15 rue geoffroy l'asnier;75004;Paris;30 rue Cabanis ;75014;Paris;;;;;;;;;;Danse africaine & Afro jazz;Percussions;Massage;;;;;;;;pilidanz@yahoo.fr;;;;;651143248;;;;;Mehdi;15/04/2014
4843;Echo Râleur;http://echoraleur.com/;1 Rue Fleury;75018;Paris;;;;;;;;;;;;;Chant choral;Rock'n roll;;;;;;;;;leveuxtuvraiment@echoraleur.com;com@echoraleur.com;;;;688704305;601987157;;;;Mehdi;15/04/2014
4845;Clac Compagnie;claccompagnie.com;285 rue des Pyrénées;75020;Paris;;;;;;;;;;;;;Comportement & gestion des conflits;Estime de soi & confiance;;;;;;;;;administration@claccompagnie.com;claccompagnie@yahoo.fr;;;;781434796;609511929;;;;Fabrice;15/04/2014
4847;Ecole de théâtre, Paris;http://www.cours-de-theatre-a-paris.fr/;15 rue du Retrait;75020;Paris;109 rue des haies;75020;Paris;32 rue du capitaine Marchal;75020;Paris;20 rue de l'échiquier;75010;Paris;10 rue Augustin Thierry;75019;Paris;Formation d'acteurs;Mise en scène & expression scénique;Improvisation théâtrale;Pratiques théâtrales mixtes;Théâtre de rue;;;;;;compagnielizart@gmail.com;;;;;144689229;609864979;651569133;;;Mehdi;15/04/2014
4853;Djembé Initié;djembeinitie.com;10 rue Boyer;75020;Paris;;;;;;;;;;;;;Djembé & musique africaine;;;;;;;;;;cours@djembeintie.com;contact@djembeinitie.com;;;;632209438;;;;;Elisa;15/04/2014
